"","harass5","emailmin","emailhr","educ","polviews","advfront","snapchat","instagrm","wrkstat"
"2540","No",NA,NA,17,"Conservative",NA,"Yes","No","Working fulltime"
"2541",NA,30,0,12,"Moderate","Agree",NA,NA,"Retired"
"2542","No",NA,NA,12,"Slghtly conservative",NA,"No","No","Temp not working"
"2543",NA,0,1,17,"Conservative","Agree",NA,NA,"Working fulltime"
"2544",NA,0,0,11,"Moderate","Agree",NA,NA,"Retired"
"2545","No",15,0,15,"Moderate",NA,"No","No","Working fulltime"
"2546",NA,0,12,15,"Moderate","Agree",NA,NA,"Working fulltime"
"2547","No",0,1,10,"Moderate",NA,"No","No","Working fulltime"
"2548",NA,0,2,14,"Conservative","Disagree",NA,NA,"Other"
"2549",NA,0,0,11,"Slghtly conservative","Disagree","No","No","Working fulltime"
"2550",NA,NA,NA,11,"Slghtly conservative","Agree",NA,NA,"Retired"
"2551","No",0,6,15,NA,NA,"No","No","Retired"
"2552",NA,0,0,12,"Moderate","Agree",NA,NA,"Working fulltime"
"2553","Does not apply (i do not have a job/superior/co-worker)",NA,NA,12,"Moderate",NA,NA,NA,"Retired"
"2554","No",NA,NA,20,"Slightly liberal",NA,"No","No","Working fulltime"
"2555","No",NA,NA,16,"Slghtly conservative",NA,"No","No","Keeping house"
"2556",NA,10,0,16,"Slghtly conservative","Agree",NA,NA,"Working fulltime"
"2557",NA,0,2,12,"Moderate","Agree","Yes","Yes","Working parttime"
"2558","No",NA,NA,14,"Moderate",NA,"No","No","Working fulltime"
"2559",NA,15,0,15,"Moderate","Agree",NA,NA,"School"
"2560","No",NA,NA,6,"Moderate",NA,"No","No","Working fulltime"
"2561",NA,0,5,14,"Moderate","Disagree",NA,NA,"Working fulltime"
"2562","No",0,15,16,"Slghtly conservative",NA,"No","No","Working fulltime"
"2563",NA,0,15,14,"Moderate","Agree",NA,NA,"Working fulltime"
"2564","Yes",NA,NA,14,"Slghtly conservative",NA,"No","No","Working fulltime"
"2565","Does not apply (i do not have a job/superior/co-worker)",NA,NA,12,"Conservative",NA,NA,NA,"Retired"
"2566","No",NA,NA,15,"Moderate",NA,"Yes","Yes","Working fulltime"
"2567",NA,0,1,12,"Moderate","Disagree","No","No","Working parttime"
"2568","No",0,0,16,"Slightly liberal",NA,"No","No","Working fulltime"
"2569",NA,50,0,15,NA,"Disagree",NA,NA,"Working fulltime"
"2570","Yes",NA,NA,14,"Moderate",NA,"Yes","Yes","Working fulltime"
"2571","Yes",NA,NA,18,"Conservative",NA,"Yes","Yes","Working fulltime"
"2572",NA,0,2,18,"Slghtly conservative","Strongly agree","No","No","Working fulltime"
"2573","No",0,4,15,"Slightly liberal",NA,"Yes","Yes","Working fulltime"
"2574",NA,0,0,13,"Moderate","Agree",NA,NA,"Keeping house"
"2575",NA,NA,NA,10,"Conservative","Dont know",NA,NA,"Retired"
"2576","Yes",0,1,12,"Slightly liberal",NA,"Yes","Yes","Working parttime"
"2577",NA,0,1,13,"Slghtly conservative","Strongly agree",NA,NA,"Working parttime"
"2578",NA,0,4,13,"Extrmly conservative","Strongly agree",NA,NA,"Retired"
"2579","No",NA,NA,18,"Slightly liberal",NA,"No","Yes","Working fulltime"
"2580",NA,0,16,14,"Moderate","Agree","Yes","Yes","Working fulltime"
"2581",NA,NA,NA,7,"Conservative","Disagree",NA,NA,"Retired"
"2582","No",0,1,4,"Conservative",NA,"Yes","No","Keeping house"
"2583",NA,0,1,12,"Moderate","Agree","No","No","Working fulltime"
"2584",NA,0,0,10,"Moderate","Disagree",NA,NA,"Keeping house"
"2585","Yes",NA,NA,14,"Conservative",NA,NA,NA,"Working fulltime"
"2586",NA,0,2,9,"Slghtly conservative","Strongly agree",NA,NA,"Unempl, laid off"
"2587",NA,30,0,14,"Slghtly conservative","Agree",NA,NA,"Unempl, laid off"
"2588",NA,0,2,9,"Moderate","Disagree",NA,NA,"Keeping house"
"2589","No",NA,NA,14,"Moderate",NA,NA,NA,"Working fulltime"
"2590",NA,0,18,14,"Moderate","Agree",NA,NA,"Working fulltime"
"2591","Yes",0,0,14,"Slghtly conservative",NA,"No","No","Working fulltime"
"2592","No",NA,NA,14,"Slightly liberal",NA,"Yes","No","Unempl, laid off"
"2593",NA,0,2,12,"Moderate","Agree",NA,NA,"Working fulltime"
"2594","No",NA,NA,12,"Moderate",NA,"No","No","Working fulltime"
"2595","Yes",30,0,12,"Slightly liberal",NA,NA,NA,"Working fulltime"
"2596","No",NA,NA,13,"Moderate",NA,"No","No","Keeping house"
"2597","Yes",NA,NA,12,NA,NA,"No","Yes","Working fulltime"
"2598",NA,45,0,16,"Moderate","Agree","No","No","Retired"
"2599","No",0,2,16,"Extrmly conservative",NA,"No","No","Keeping house"
"2600",NA,0,20,17,"Moderate","Strongly disagree",NA,NA,"Retired"
"2601","No",NA,NA,20,"Moderate",NA,"No","Yes","Keeping house"
"2602",NA,5,0,12,"Liberal","Agree","No","No","Other"
"2603",NA,0,0,12,"Conservative","Strongly agree",NA,NA,"Working parttime"
"2604","No",NA,NA,14,"Moderate",NA,"No","No","Keeping house"
"2605","Does not apply (i do not have a job/superior/co-worker)",0,1,13,"Conservative",NA,NA,NA,"School"
"2606","Yes",NA,NA,12,"Conservative",NA,NA,NA,"Working fulltime"
"2607",NA,0,2,16,"Slghtly conservative","Disagree",NA,NA,"Retired"
"2608","Does not apply (i do not have a job/superior/co-worker)",NA,NA,12,"Extremely liberal",NA,"No","No","Other"
"2609","No",0,1,14,"Moderate",NA,"No","No","Other"
"2610",NA,30,0,11,"Liberal","Disagree","No","No","Working fulltime"
"2611","Does not apply (i do not have a job/superior/co-worker)",0,1,17,"Slghtly conservative",NA,NA,NA,"Retired"
"2612","No",NA,NA,19,"Slghtly conservative",NA,"No","Yes","Working parttime"
"2613","Does not apply (i do not have a job/superior/co-worker)",NA,NA,20,"Slightly liberal",NA,"No","No","Retired"
"2614",NA,0,3,13,"Moderate","Agree",NA,NA,"School"
"2615","No",NA,NA,16,"Slightly liberal",NA,"No","No","Working fulltime"
"2616","Yes",NA,NA,12,"Slightly liberal",NA,"No","No","Working parttime"
"2617",NA,NA,NA,12,"Extrmly conservative","Dont know",NA,NA,"Retired"
"2618",NA,NA,NA,12,"Moderate","Agree",NA,NA,"Working parttime"
"2619","Does not apply (i do not have a job/superior/co-worker)",0,1,14,"Moderate",NA,"No","No","Retired"
"2620",NA,0,0,10,"Liberal","Agree",NA,NA,"Working fulltime"
"2621","Does not apply (i do not have a job/superior/co-worker)",NA,NA,14,"Slghtly conservative",NA,"No","Yes","Retired"
"2622",NA,0,1,16,"Slghtly conservative","Strongly agree",NA,NA,"Retired"
"2623","No",NA,NA,12,"Moderate",NA,"Yes","Yes","Working fulltime"
"2624",NA,0,7,12,"Conservative","Disagree",NA,NA,"Working fulltime"
"2625","No",0,1,16,"Moderate",NA,"No","No","Working fulltime"
"2626",NA,0,2,14,"Liberal","Strongly agree",NA,NA,"Working parttime"
"2627",NA,0,3,14,"Moderate","Agree","No","No","Working parttime"
"2628",NA,0,15,18,"Slightly liberal","Strongly agree",NA,NA,"Working fulltime"
"2629","No",NA,NA,9,"Moderate",NA,"No","No","Keeping house"
"2630",NA,0,8,18,"Liberal","Agree",NA,NA,"Working parttime"
"2631","No",NA,NA,20,"Moderate",NA,"No","No","Working fulltime"
"2632",NA,0,1,16,"Slightly liberal","Strongly agree","No","No","Working fulltime"
"2633",NA,0,10,17,"Slightly liberal","Agree",NA,NA,"Working parttime"
"2634","No",NA,NA,16,"Slghtly conservative",NA,"No","Yes","Working fulltime"
"2635","No",0,0,12,"Moderate",NA,"No","No","Working parttime"
"2636","No",NA,NA,12,"Moderate",NA,"Yes","Yes","Working parttime"
"2637",NA,0,1,14,"Moderate","Strongly agree","Yes","No","Working fulltime"
"2638",NA,0,1,14,"Conservative","Agree",NA,NA,"Working fulltime"
"2639","No",NA,NA,12,"Moderate",NA,"No","No","Working fulltime"
"2640","No",0,1,14,"Conservative",NA,"No","No","Working fulltime"
"2641",NA,0,12,12,"Conservative","Disagree","No","No","Retired"
"2642","No",0,1,16,"Slightly liberal",NA,"No","No","Keeping house"
"2643",NA,0,4,12,"Slightly liberal","Agree",NA,NA,"Working fulltime"
"2644","No",NA,NA,9,"Extrmly conservative",NA,"No","No","Retired"
"2645","No",10,0,12,"Slghtly conservative",NA,"No","No","Working fulltime"
"2646","Yes",NA,NA,11,"Moderate",NA,"No","Yes","Working fulltime"
"2647",NA,0,1,12,"Conservative","Agree","No","No","Other"
"2648",NA,0,7,14,"Moderate","Agree",NA,NA,"School"
"2649",NA,0,5,12,"Liberal","Agree",NA,NA,"Working fulltime"
"2650","No",NA,NA,12,"Moderate",NA,NA,NA,"Retired"
"2651",NA,0,30,12,"Moderate","Strongly agree","Yes","No","Working fulltime"
"2652",NA,30,1,12,"Moderate","Agree",NA,NA,"Working fulltime"
"2653","No",NA,NA,12,"Conservative",NA,NA,NA,"Retired"
"2654","No",0,1,14,"Conservative",NA,"No","No","Retired"
"2655",NA,0,0,18,"Slghtly conservative","Strongly agree",NA,NA,"Retired"
"2656","No",NA,NA,13,"Moderate",NA,NA,NA,"Working fulltime"
"2657","Yes",0,10,12,"Moderate",NA,NA,NA,"Working fulltime"
"2658","No",NA,NA,10,"Conservative",NA,NA,NA,"Other"
"2659",NA,NA,NA,14,"Extremely liberal","Disagree",NA,NA,"Retired"
"2660",NA,0,5,16,"Slghtly conservative","Strongly agree","No","No","Keeping house"
"2661","No",0,0,12,"Conservative",NA,NA,NA,"Retired"
"2662",NA,NA,NA,10,"Slightly liberal","Agree",NA,NA,"Keeping house"
"2663","No",0,1,12,"Slghtly conservative",NA,"No","No","Retired"
"2664",NA,NA,NA,12,"Moderate","Agree",NA,NA,"Working fulltime"
"2665",NA,NA,NA,12,"Conservative","Strongly agree",NA,NA,"Retired"
"2666","Does not apply (i do not have a job/superior/co-worker)",NA,NA,13,"Moderate",NA,NA,NA,"Other"
"2667",NA,0,2,17,"Moderate","Strongly agree","Yes","Yes","Working fulltime"
"2668",NA,0,0,10,"Moderate","Agree",NA,NA,"Unempl, laid off"
"2669",NA,0,5,20,"Moderate","Agree",NA,NA,"Unempl, laid off"
"2670","No",NA,NA,12,"Moderate",NA,"No","No","Working fulltime"
"2671",NA,0,2,14,"Moderate","Agree","Yes","Yes","Working fulltime"
"2672","No",NA,NA,20,"Conservative",NA,"No","No","Working fulltime"
"2673",NA,0,0,11,"Slightly liberal","Disagree","No","No","Keeping house"
"2674",NA,NA,NA,11,"Slightly liberal","Strongly disagree",NA,NA,"Keeping house"
"2675","Yes",NA,NA,19,"Slightly liberal",NA,"Yes","No","Working fulltime"
"2676","No",NA,NA,8,"Conservative",NA,NA,NA,"Unempl, laid off"
"2677","No",NA,NA,12,"Moderate",NA,NA,NA,"Working fulltime"
"2678","No",10,0,12,"Moderate",NA,"No","Yes","Working fulltime"
"2679",NA,0,14,16,"Moderate","Agree",NA,NA,"Working fulltime"
"2680",NA,NA,NA,8,"Conservative","Disagree",NA,NA,"Retired"
"2681",NA,0,0,12,"Extrmly conservative","Disagree",NA,NA,"Working fulltime"
"2682","No",0,0,12,"Slghtly conservative",NA,"Yes","No","Working fulltime"
"2683","No",NA,NA,10,"Slghtly conservative",NA,NA,NA,"Retired"
"2684",NA,0,0,12,"Moderate","Strongly agree",NA,NA,"Working fulltime"
"2685",NA,0,5,13,"Moderate","Agree",NA,NA,"Working fulltime"
"2686",NA,0,8,14,"Slghtly conservative","Agree",NA,NA,"Working fulltime"
"2687",NA,0,5,12,"Slghtly conservative","Agree",NA,NA,"Working fulltime"
"2688","No",0,2,13,"Slghtly conservative",NA,"No","No","Working fulltime"
"2689",NA,NA,NA,10,"Moderate","Agree",NA,NA,"Other"
"2690",NA,0,0,10,"Slightly liberal","Agree",NA,NA,"Retired"
"2691","No",NA,NA,12,"Moderate",NA,"No","No","Working fulltime"
"2692","No",0,0,9,"Extrmly conservative",NA,"No","No","Retired"
"2693",NA,0,0,12,"Moderate","Disagree",NA,NA,"Working fulltime"
"2694","No",NA,NA,16,"Moderate",NA,"No","No","Working fulltime"
"2695","No",0,5,20,"Liberal",NA,"No","No","Retired"
"2696",NA,0,10,16,"Slghtly conservative","Agree",NA,NA,"Working fulltime"
"2697","No",NA,NA,18,"Liberal",NA,"No","No","Retired"
"2698",NA,0,12,20,"Liberal","Agree","No","No","Working fulltime"
"2699",NA,0,2,18,"Moderate","Agree",NA,NA,"Retired"
"2700","No",NA,NA,16,"Conservative",NA,"Yes","No","Working fulltime"
"2701",NA,0,30,10,"Conservative","Agree","No","No","Working fulltime"
"2702","No",NA,NA,16,"Extremely liberal",NA,"No","No","Keeping house"
"2703",NA,NA,NA,10,"Slghtly conservative","Agree",NA,NA,"Retired"
"2704","No",NA,NA,14,"Slightly liberal",NA,NA,NA,"Retired"
"2705",NA,0,0,7,"Moderate","Agree",NA,NA,"Keeping house"
"2706",NA,0,5,16,"Conservative","Disagree",NA,NA,"Working fulltime"
"2707","No",0,40,13,"Liberal",NA,"No","No","Working fulltime"
"2708",NA,0,1,17,"Moderate","Agree",NA,NA,"Working fulltime"
"2709","No",NA,NA,16,"Conservative",NA,"No","No","Working fulltime"
"2710",NA,0,1,15,"Conservative","Agree","No","No","School"
"2711","Yes",NA,NA,16,"Moderate",NA,NA,NA,"Working fulltime"
"2712","No",NA,NA,12,"Liberal",NA,"No","No","Working parttime"
"2713","Does not apply (i do not have a job/superior/co-worker)",0,3,12,"Slghtly conservative",NA,"No","No","Retired"
"2714",NA,0,1,13,"Slightly liberal","Agree",NA,NA,"Working fulltime"
"2715","No",NA,NA,17,"Extrmly conservative",NA,"No","No","Working fulltime"
"2716",NA,0,20,12,"Moderate","Strongly agree","Yes","No","Working parttime"
"2717",NA,0,7,20,"Moderate","Strongly agree",NA,NA,"Working fulltime"
"2718","No",NA,NA,18,"Moderate",NA,"No","No","Working fulltime"
"2719","No",0,0,10,"Conservative",NA,NA,NA,"Retired"
"2720",NA,0,5,18,"Moderate","Agree",NA,NA,"Keeping house"
"2721","Yes",NA,NA,20,"Moderate",NA,"No","No","Working fulltime"
"2722","No",NA,NA,10,"Moderate",NA,"No","No","Working parttime"
"2723","No",10,0,12,"Slghtly conservative",NA,NA,NA,"Keeping house"
"2724",NA,0,7,16,"Extremely liberal","Strongly agree",NA,NA,"Working fulltime"
"2725","No",NA,NA,12,"Extrmly conservative",NA,NA,NA,"Retired"
"2726","Yes",NA,NA,12,"Conservative",NA,NA,NA,"Working parttime"
"2727","No",NA,NA,11,"Conservative",NA,NA,NA,"Retired"
"2728",NA,0,3,18,"Moderate","Disagree",NA,NA,"Working fulltime"
"2729","No",NA,NA,13,"Slghtly conservative",NA,"No","No","Retired"
"2730","No",NA,NA,15,"Slghtly conservative",NA,"No","Yes","Working parttime"
"2731",NA,0,12,16,"Conservative","Strongly agree",NA,NA,"Working fulltime"
"2732","No",0,0,12,"Liberal",NA,"No","No","Working parttime"
"2733",NA,0,0,9,"Moderate","Agree",NA,NA,"Keeping house"
"2734","No",NA,NA,12,"Moderate",NA,"No","No","Working fulltime"
"2735",NA,0,15,14,"Moderate","Agree",NA,NA,"Working fulltime"
"2736",NA,0,10,15,"Moderate","Agree",NA,NA,"Working fulltime"
"2737","Yes",NA,NA,12,"Extrmly conservative",NA,NA,NA,"Working fulltime"
"2738","No",NA,NA,12,"Moderate",NA,NA,NA,"Retired"
"2739","No",0,1,15,"Liberal",NA,"No","No","Working fulltime"
"2740",NA,0,1,18,"Extremely liberal","Agree",NA,NA,"Working fulltime"
"2741","No",0,2,15,"Moderate",NA,"No","No","Unempl, laid off"
"2742","No",NA,NA,12,"Moderate",NA,"No","Yes","Keeping house"
"2743","No",NA,NA,12,"Moderate",NA,NA,NA,"Retired"
"2744",NA,30,0,13,"Slightly liberal","Agree",NA,NA,"Retired"
"2745",NA,NA,NA,15,"Slghtly conservative","Agree",NA,NA,"Working fulltime"
"2746","No",NA,NA,10,"Slghtly conservative",NA,"No","No","Working fulltime"
"2747","No",0,5,12,"Conservative",NA,"No","No","Working fulltime"
"2748",NA,0,0,10,"Slghtly conservative","Disagree",NA,NA,"Keeping house"
"2749",NA,NA,NA,12,"Conservative","Agree",NA,NA,"Retired"
"2750","No",NA,NA,9,"Slightly liberal",NA,NA,NA,"Keeping house"
"2751","No",0,1,12,"Conservative",NA,"No","No","Working fulltime"
"2752",NA,NA,NA,9,NA,"Agree",NA,NA,"Other"
"2753","No",NA,NA,12,"Moderate",NA,NA,NA,"Working fulltime"
"2754",NA,0,4,15,"Conservative","Agree","No","No","Working fulltime"
"2755","No",0,0,12,"Moderate",NA,"No","No","Keeping house"
"2756",NA,0,0,12,"Moderate","Disagree",NA,NA,"Working fulltime"
"2757",NA,0,0,13,"Moderate","Disagree",NA,NA,"Working fulltime"
"2758","No",0,0,12,"Slightly liberal",NA,NA,NA,"Working fulltime"
"2759","No",NA,NA,8,"Moderate",NA,"No","No","Keeping house"
"2760","No",NA,NA,8,"Conservative",NA,NA,NA,"Keeping house"
"2761",NA,NA,NA,15,"Moderate","Agree",NA,NA,"Working parttime"
"2762",NA,NA,NA,8,"Moderate","Agree",NA,NA,"Working fulltime"
"2763","No",0,8,11,"Moderate",NA,"Yes","Yes","Keeping house"
"2764",NA,0,4,12,"Moderate","Agree",NA,NA,"Working fulltime"
"2765",NA,0,0,12,"Moderate","Agree",NA,NA,"Working fulltime"
"2766","No",0,0,14,"Slghtly conservative",NA,NA,NA,"Retired"
"2767",NA,20,0,9,"Moderate","Agree",NA,NA,"Temp not working"
"2768","Yes",NA,NA,11,"Moderate",NA,"Yes","No","Keeping house"
"2769","No",NA,NA,12,"Liberal",NA,"No","No","Working fulltime"
"2770","Yes",0,2,12,"Moderate",NA,"Yes","Yes","Unempl, laid off"
"2771",NA,0,1,12,"Conservative","Agree","No","No","Working fulltime"
"2772",NA,0,0,12,"Extremely liberal","Agree",NA,NA,"Working parttime"
"2773","No",NA,NA,9,"Liberal",NA,NA,NA,"Working fulltime"
"2774","No",NA,NA,12,"Extremely liberal",NA,"No","No","Keeping house"
"2775","No",NA,NA,12,"Slghtly conservative",NA,"No","No","Working fulltime"
"2776",NA,0,30,14,"Conservative","Agree","No","No","Working fulltime"
"2777",NA,0,5,19,"Moderate","Agree",NA,NA,"Working fulltime"
"2778","No",NA,NA,11,"Moderate",NA,NA,NA,"Working parttime"
"2779","Yes",NA,NA,13,"Moderate",NA,"Yes","Yes","Working fulltime"
"2780","No",NA,NA,12,"Moderate",NA,NA,NA,"Retired"
"2781",NA,30,0,11,"Liberal","Strongly agree",NA,NA,"Working fulltime"
"2782",NA,30,1,12,"Slghtly conservative","Strongly agree",NA,NA,"Working fulltime"
"2783","No",NA,NA,12,"Moderate",NA,NA,NA,"Retired"
"2784",NA,0,12,12,"Moderate","Disagree",NA,NA,"Keeping house"
"2785",NA,0,8,11,"Extremely liberal","Agree",NA,NA,"Keeping house"
"2786","No",NA,NA,12,"Slightly liberal",NA,"Yes","Yes","Working fulltime"
"2787",NA,0,0,10,"Moderate","Disagree",NA,NA,"Working fulltime"
"2788","No",NA,NA,11,"Extrmly conservative",NA,NA,NA,"Retired"
"2789",NA,NA,NA,11,"Moderate","Strongly agree",NA,NA,"Temp not working"
"2790","No",NA,NA,12,"Extrmly conservative",NA,NA,NA,"Keeping house"
"2791",NA,0,4,12,NA,"Agree","No","No","Working parttime"
"2792","Does not apply (i do not have a job/superior/co-worker)",NA,NA,12,"Extrmly conservative",NA,NA,NA,"Keeping house"
"2793",NA,40,0,12,"Slghtly conservative","Agree",NA,NA,"Keeping house"
"2794","No",NA,NA,14,"Conservative",NA,NA,NA,"Retired"
"2795",NA,10,0,10,"Moderate","Strongly agree",NA,NA,"Keeping house"
"2796",NA,0,1,16,"Extrmly conservative","Disagree",NA,NA,"Retired"
"2797","No",NA,NA,12,"Moderate",NA,NA,NA,"Working fulltime"
"2798",NA,NA,NA,10,"Liberal","Disagree",NA,NA,"Retired"
"2799",NA,30,0,14,"Conservative","Agree",NA,NA,"Retired"
"2800",NA,NA,NA,12,"Conservative","Agree",NA,NA,"Retired"
"2801","No",0,1,6,"Moderate",NA,"No","No","Working fulltime"
"2802",NA,0,1,12,"Moderate","Agree",NA,NA,"Keeping house"
"2803",NA,NA,NA,NA,"Moderate","Agree",NA,NA,"Keeping house"
"2804",NA,NA,NA,12,"Slghtly conservative","Disagree",NA,NA,"Retired"
"2805","No",NA,NA,12,"Slghtly conservative",NA,NA,NA,"Working parttime"
"2806","No",0,4,12,"Moderate",NA,NA,NA,"Working fulltime"
"2807",NA,NA,NA,13,"Moderate","Agree",NA,NA,"Keeping house"
"2808","No",NA,NA,8,"Extrmly conservative",NA,NA,NA,"Working fulltime"
"2809","No",NA,NA,12,"Slghtly conservative",NA,"No","No","Keeping house"
"2810","Yes",NA,NA,12,"Moderate",NA,"No","No","Working fulltime"
"2811","No",0,0,12,"Moderate",NA,NA,NA,"Working parttime"
"2812",NA,0,0,16,"Conservative","Strongly agree",NA,NA,"Keeping house"
"2813",NA,0,1,12,"Slightly liberal","Disagree",NA,NA,"Unempl, laid off"
"2814","No",30,2,18,"Liberal",NA,NA,NA,"Working parttime"
"2815","No",NA,NA,12,"Moderate",NA,NA,NA,"Retired"
"2816","Yes",0,40,19,"Conservative",NA,"No","No","Working fulltime"
"2817","Yes",0,0,18,"Moderate",NA,NA,NA,"Working fulltime"
"2818",NA,0,4,16,"Moderate","Agree",NA,NA,"Working fulltime"
"2819","No",NA,NA,13,"Conservative",NA,"No","No","Working fulltime"
"2820","Yes",NA,NA,15,"Moderate",NA,"No","No","Working parttime"
"2821","No",NA,NA,12,"Conservative",NA,NA,NA,"Working fulltime"
"2822","No",NA,NA,9,"Extrmly conservative",NA,NA,NA,"Retired"
"2823",NA,0,1,10,"Conservative","Agree",NA,NA,"Retired"
"2824","No",NA,NA,12,"Moderate",NA,"Yes","Yes","Other"
"2825",NA,NA,NA,12,"Moderate","Agree",NA,NA,"Retired"
"2826",NA,0,1,12,"Moderate","Strongly agree",NA,NA,"Retired"
"2827",NA,30,0,12,"Moderate","Disagree","Yes","Yes","Other"
"2828",NA,0,2,20,"Extrmly conservative","Agree",NA,NA,"Working fulltime"
"2829","Does not apply (i do not have a job/superior/co-worker)",NA,NA,12,"Moderate",NA,"No","No","Retired"
"2830","No",0,4,16,"Slghtly conservative",NA,"No","No","Working fulltime"
"2831",NA,0,1,16,"Liberal","Agree","No","No","Working fulltime"
"2832",NA,0,0,12,"Conservative","Disagree",NA,NA,"Working fulltime"
"2833","No",NA,NA,18,"Moderate",NA,"No","Yes","Working fulltime"
"2834","No",NA,NA,8,"Moderate",NA,NA,NA,"Other"
"2835",NA,0,7,18,"Moderate","Agree",NA,NA,"Retired"
"2836","Yes",NA,NA,14,"Moderate",NA,"No","No","Working fulltime"
"2837",NA,0,10,16,"Extremely liberal","Strongly agree",NA,NA,"Working fulltime"
"2838","No",NA,NA,11,"Slightly liberal",NA,"No","No","Working fulltime"
"2839",NA,0,20,16,"Moderate","Agree","No","No","Working fulltime"
"2840","Yes",0,8,16,"Liberal",NA,"No","No","Working fulltime"
"2841",NA,0,10,16,"Liberal","Agree","No","No","Retired"
"2842","No",NA,NA,18,"Slightly liberal",NA,"No","No","Working fulltime"
"2843","No",NA,NA,14,"Moderate",NA,"No","No","Working fulltime"
"2844",NA,NA,NA,14,"Slghtly conservative","Strongly agree",NA,NA,"Retired"
"2845",NA,0,2,14,"Liberal","Strongly agree",NA,NA,"Working fulltime"
"2846","No",NA,NA,12,"Conservative",NA,"No","No","Working parttime"
"2847","No",NA,NA,7,"Conservative",NA,NA,NA,"Working parttime"
"2848",NA,0,5,14,"Slghtly conservative","Strongly agree",NA,NA,"Working fulltime"
"2849","Yes",NA,NA,17,"Extremely liberal",NA,"No","No","Working parttime"
"2850","No",NA,NA,12,"Moderate",NA,"No","No","Working fulltime"
"2851",NA,0,6,14,"Moderate","Agree",NA,NA,"Working fulltime"
